Product Name,Category,Sub-category,Techncal composition,SKU,Duration (only for Seeds),Type of grain/fruit,Seed rate,Crop/Target Crop,Insect/Disease/Deficiency,Dosage,Time of sowing /Time of application,Method of application,Geographies,Disclaimer,Season,1 lineShort Description,"USP's (For CCC, Include mode of action here)",Product Unique ID*,SKU FG Code*,Additional Information,Status*
,Crop Protection,,,,,,,Cotton,Boll warms,60ml/acre,,,,,"Rabi, Kharif",,,Dummy489,DummyFG489,Add information for searchability,Active
,Crop Protection,,,,,,,Bhindi,,50ml/acre,,,,,"Rabi, Kharif",,,Dummy490,DummyFG490,Add information for searchability,Active
,Crop Protection,,,,,,,Cabbage,,20ml/acre,,,,,"Rabi, Kharif",,,Dummy491,DummyFG491,Add information for searchability,Active
,Crop Protection,,,,,,,Tomato,,60ml/acre,,,,,"Rabi, Kharif",,,Dummy492,DummyFG492,Add information for searchability,Active
,Crop Protection,,,,,,,Chilli,,60ml/acre,,,,,"Rabi, Kharif",,,Dummy493,DummyFG493,Add information for searchability,Active
,Crop Protection,,,,,,,Brinjal,,80ml/acre,,,,,"Rabi, Kharif",,,Dummy494,DummyFG494,Add information for searchability,Active
,Crop Protection,,,,,,,Groundnut,,60ml/acre,,,,,"Rabi, Kharif",,,Dummy495,DummyFG495,Add information for searchability,Active
,Crop Protection,,,,,,,Bitter Gourd,,50ml/acre,,,,,"Rabi, Kharif",,,Dummy496,DummyFG496,Add information for searchability,Active
,Crop Protection,,,,,,,Corn,"Spotted SB, Pink SB",80ml/acre,,,,,"Rabi, Kharif",,,Dummy497,DummyFG497,Add information for searchability,Active
,Crop Protection,,,,,,,Soybean,"Green semiloopers, Stem fly",60ml/acre,,,,,"Rabi, Kharif",,,Dummy498,DummyFG498,Add information for searchability,Active
,Crop Protection,,,,,,,Red gram,"Pod Borer, Pod fly",60ml/acre,,,,,"Rabi, Kharif",,,Dummy499,DummyFG499,Add information for searchability,Active
,Crop Protection,,,,,,,Chick Pea,Pod Borer,50ml/ acre,,,,,"Rabi, Kharif",,,Dummy500,DummyFG500,Add information for searchability,Active
,Crop Protection,,,,,,,Black Gram,Pod Borer,40ml/ acre,,,All India,,"Rabi, Kharif",,,Dummy501,DummyFG501,Add information for searchability,Active
Shriram Ciptrole GR,Crop Protection,Insecticide,Chlorantraniliprole 0.4% w/w GR,"1kg, 4 kg",,,,Paddy,Stem Borer,"4kg/acre (Transplanted rice within 15-30 DAT, Direct seeded rice within 20-30 DAS)",,Broadcasting,,,"Rabi, Kharif","Green chemistry granular insecticide for effective stem and shoot borer control in paddy and sugarcane, boosting yield and crop health.","
Effective control on Stem borer
Healthy crop & higher yield.
Green chemistry.",Dummy502,DummyFG502,Add information for searchability,Active
,Crop Protection,,,,,,,Sugarcane,Early Shoot Borer & Top Borer,"7.5kg/acre (0-45 DAP for Early shoot borer, 60-120 DAP for Top borer)",,,All India,,"Rabi, Kharif",,,Dummy503,DummyFG503,Add information for searchability,Active
Shriram Dhaal,Crop Protection,Fungicide,Propineb 70% WP,"250gm,500gm,1Kg",,,,"Paddy, Chilli, Potato, Tomato","Paddy : Brown leaf spot & Narrow leaf spot, Narrow
Cotton : Alternaria leaf spot
Tomato : buckeye Rot","Rice : 800gm/acre
Cotton : 500-600gm/acre
Tomato : 300gm/100 ltr. of water",,Foliar spray,All India,,"Rabi, Kharif","Contact fungicide with zinc for effective disease prevention in paddy, chilli, potato, and tomato.","Excellent disease prevention and contains Zinc
Contact fungicide with protective action",Dummy504,DummyFG504,Add information for searchability,Active
SHRIRAM PHAMINOX,Crop Protection,Herbicide,Pinoxaden 5.1 %EC,"400 ml, 2 ltr",,,,Wheat,Phalaris minor,400ml/acre,Post emergence (3-5 leaf stage of weeds),Spraying,,,"Rabi, Kharif","Fast-acting, post-emergence herbicide for selective control of Phalaris minor and Avena sp. in wheat.",Fast action & safe to wheat crop,Dummy505,DummyFG505,Add information for searchability,Active
,Crop Protection,,,,,,,,Avena sp.,,,,,,"Rabi, Kharif",,,Dummy506,DummyFG506,Add information for searchability,Active
SHRIRAM PRACENTUS,Crop Protection,Insecticide,Thiamethoxam 1.0 % w/w + Chlorantraniliprole 0.5 % GR,"1 kg, 2.5kg, 5kg",,,,Rice,,2.5 kg/acre,20-30 DAT (Vegetative stage to early tillering stage),Broadcasting,,,"Rabi, Kharif","Broad-spectrum insecticide for rice, sugarcane, and maize, providing dual crop protection and health benefits via broadcasting.",Dual benefits of crop protection and Crop health,Dummy507,DummyFG507,Add information for searchability,Active
,Crop Protection,,,,,,,Sugarcane,,4kg/acre, 0-30 DAT (Planting to tillering),,,,"Rabi, Kharif",,,Dummy508,DummyFG508,Add information for searchability,Active
,Crop Protection,,,,,,,Maize,,2.5 kg/acre,15-20 DAS (Early stage),,All India,,"Rabi, Kharif",,,Dummy509,DummyFG509,Add information for searchability,Active
SHRIRAM PRETILA 37,Crop Protection,Herbicide,Pretilachlor 37% EW,"600ml, 3 ltr",,,,Paddy,"Echinochloa colonum,
E. crusgalli,
Cyperus difformis
C.iris
Digitaria sanguinalis
Frimbristylis miliacea
Eclipta alba
Ludwigia parvifora
Mlonochoria vaginalis
",600ml/acre,Pre-emergence,Spraying,All India,,"Rabi, Kharif","Easy-to-apply, fast-dissolving, environmentally safe pre-emergence herbicide for effective weed control in paddy.","Esay to apply
Dissolves fast and spreads fast
Environmentally safe formulation",Dummy510,DummyFG510,Add information for searchability,Active
SHRIRAM RUST OFF,Crop Protection,Fungicide,Propiconazole 25% EC,"500ml, 1ltr",,,,Wheat,"Karnal Bunt
Brown rust
Black rust
Yellow rust",200 ml/acre,At the time of disease incidence,Spraying,,,"Rabi, Kharif","Systemic fungicide with long-lasting action for effective control of rusts, bunt, sheath blight, and leaf spot across multiple crops.","Systemic speciality fungicide
Gets rapidly absorbed by the leaves or stems and translocated upwards through xylem
It is a potent ergosterol biosynthesis inhibitor
It has long residual effect
",Dummy511,DummyFG511,Add information for searchability,Active
,Crop Protection,,,,,,,Paddy,Sheath Blight,200 ml/acre,,,,,"Rabi, Kharif",,,Dummy512,DummyFG512,Add information for searchability,Active
,Crop Protection,,,,,,,Groundnut,"Leaf spot 
Rust",200 ml/acre,,,,,"Rabi, Kharif",,,Dummy513,DummyFG513,Add information for searchability,Active
,Crop Protection,,,,,,,Tea,Blister Blight,50-100 ml/acre,,,,,"Rabi, Kharif",,,Dummy514,DummyFG514,Add information for searchability,Active
,Crop Protection,,,,,,,Soybean,Rust,200 ml/acre,,,,,"Rabi, Kharif",,,Dummy515,DummyFG515,Add information for searchability,Active
SHRIRAM MSM S,Crop Protection,Herbicide,Metsulfuron Methyl 20% WP,16 g,,,,Wheat,"Chenopodium album (Bathua), Melilotus indica,
Lathyrus aphaca,
Anagallis arvensis,
Vicia sativa,
Cirsium arvense. (Wheat)",8 g/acre (Wheat),Post emergence,Spraying,,,"Rabi, Kharif","Post-emergence, broad-spectrum herbicide for effective broadleaf weed control in wheat and sugarcane at low doses.","It is post emergence herbicide to control broad leaf weeds
It has a very low dose and is broad spectrum
",Dummy516,DummyFG516,Add information for searchability,Active
,Crop Protection,,,,,,,Sugarcane,"Cleome viscosa,
Solanum sp.,
Commelina benghalensis (Kankoua), Euphorbia sp.,
Digeria sp.(Sugarcane)",16 g/acre (Sugarcane),Post emergence,,,,"Rabi, Kharif",,,Dummy517,DummyFG517,Add information for searchability,Active
SHRIRAM WEEDOMA,Crop Protection,Herbicide,Haloxyfop R Methyl 10.5% w/w EC,"400ml, 1.2 ltrs",,,,"Soybean
Black gram
Mentha
Onion","Brachiaria sp., Digitaria sanguinalis, Dinebra arabica, Echinocola sp., Eleusine indica, Eragrostis spp., Panicum isochmi",400ml/ acre,Post emergence,Spraying,,,"Rabi, Kharif","Systemic post-emergence herbicide with 1-hour rain fastness, selectively controlling key grasses in broadleaf crops under low moisture conditions.","Systemic herbicide for control of key grasses in broad leaf crops
Rain fastness 1 Hour
High relative efficacy in case of low moisture field condition
Selective to broad leaf crops",Dummy518,DummyFG518,Add information for searchability,Active
SHRIRAM ACRIUS,Crop Protection,Herbicide,Glufosinate Ammonium 13.5%w/w SL,"250 ml, 500 ml, 1 ltr, 5 ltr",,,,"Cotton
Tea","Cynodon dactylon, Cyperus rotundus, Dactyloteneum aegyptium, Digitaria marginata, Echinchloa sp
Borreria hispida, Imperata cylindrica, Ageratum conyzaides, Commelina benghalensis, Eleusine indica, Panicum repens, Paspalum conjugatum, Digitaria sanguinalis","1.32 l/acre
1.32 l/acre",Weeds should be in actively vegetative growing stage 4-6 inches height,Foliar spraying,,,"Rabi, Kharif","Effective foliar herbicide against hard-to-kill weeds in cotton and tea, safe for applicators and soil with minimal spray drift.","Good against hard to kill weeds
Safe to applicator with recommended safety measures
Low spray drift injury to crop
Safe to soil",Dummy519,DummyFG519,Add information for searchability,Active
SHRIRAM IMAZON,Crop Protection,Herbicide,Pendimethalin 30% + Imazethapyr 2% EC,"500 ml, 1 l, 5 l",,,,Soybean,"Echinocloa crusgali
Digera arvensis
Commelina benghalensis
Amaranthus viridis
Portulaca oleracea",1-1.2 l/acre,Pre-emergence,Spraying,,,"Rabi, Kharif","Pre-emergence broad-spectrum herbicide offering early, flexible, and long residual weed control in soybean.","Early weed management
Broad spectrum weed management
Flexibility of application
Long residual control",Dummy520,DummyFG520,Add information for searchability,Active
SHRIRAM CALICO,Crop Protection,Fungicide,Copper oxychloride 50%,500g,,,,Potato,Early and Late blight,1 kg/acre,At the time of diease incidence,Spraying and soil drenching,,,"Rabi, Kharif","Copper-based fungicide offering broad protection and bactericidal action, ideal for key crop diseases in wet conditions.","Copper based multisite-action fungicide with contact activity 
Broad spectrum protective fungicide with bactericidal properties against key diseases
excellent to be used during rains and hailstorms",Dummy521,DummyFG521,Add information for searchability,Active
,Crop Protection,,,,,,,Tomato,"Early & late blight
Leaf spot",1 kg/acre,,,,,"Rabi, Kharif",,,Dummy522,DummyFG522,Add information for searchability,Active
,Crop Protection,,,,,,,Chilli,"Leaf spot
fruit rot",1 kg/acre,,,,,"Rabi, Kharif",,,Dummy523,DummyFG523,Add information for searchability,Active
,Crop Protection,,,,,,,Cumin,Blast,1 kg/acre,,,,,"Rabi, Kharif",,,Dummy524,DummyFG524,Add information for searchability,Active
,Crop Protection,,,,,,,Banana,"Leaf spot
Fruit rot",1 kg/acre,,,,,"Rabi, Kharif",,,Dummy525,DummyFG525,Add information for searchability,Active
,Crop Protection,,,,,,,Citrus,"Canker 
fruit rot",1 kg/acre,,,,,"Rabi, Kharif",,,Dummy526,DummyFG526,Add information for searchability,Active
,Crop Protection,,,,,,,Grapes,Downy Mildew,1 kg/acre,,,,,"Rabi, Kharif",,,Dummy527,DummyFG527,Add information for searchability,Active
,Crop Protection,,,,,,,Tea,"Blister blight
Black rot
Red rust","0.168 kg, 0.240 kg",,,,,"Rabi, Kharif",,,Dummy528,DummyFG528,Add information for searchability,Active
SHRIRAM KANSHO,Crop Protection,Herbicide,Pyroxasulfone 85% WG,,,,,"Wheat
Maize
Soybean","Wheat - Phalaris minor
Maize & Soybean - Broadleaf weeds",60 g/acre,0-3 days after sowing,Spraying,,,"Rabi, Kharif",,"Low Dose, High efficiency
Pre emergent control better
Extended Residual Activity
Minimal leaching",Dummy529,DummyFG529,Add information for searchability,Active
SHRIRAM JAIVODAYA,Crop Protection,Biocontrol,Trichoderma viride 1.0% W.P,,,,,"Cauliflower
Cabbage
Brinjal","Cauliflower - Stalk rot
Cabbage - Root rot/Collar rot
Brinjal - Root rot/Wilt/Damping off",2 Kg/Acre,"Soil Application: At the time of field preparation/sowing

Product can be applied in the standing crop as well","Seed treatment
Soil drenching
Nursery/Horticultural applications",,,"Rabi, Kharif",,"Highly effective against fungal diseases
Eco friendly
Biodegradable
Promotes root development",Dummy530,DummyFG530,Add information for searchability,Active
SHRIRAM TOGYO,Crop Protection,Herbicide,Halosulfuram 75% WG,36 g,,,,"Sugarcane
Maize","Cyperus rotundus
Cyperus spp..",36 g /acre (200l/ acre (water)),Apply 15-25 days after sowing when weeds are at the 3-5 leaf stage,Spraying,,,"Rabi, Kharif",Selective systemic herbicide targeting sedges with ALS enzyme inhibition.,"Systemic herbicide, specifically targets the enzyme ALS, which is responsible to the biosynthesis of branched chain amino acids
ALS is targetted and cell division is stopped
Selective herbicide, especially against sedges
",Dummy531,DummyFG531,Add information for searchability,Active
SHRIRAM VERLUST,Crop Protection,Fungicide/ Insecticide,Pyraclostrobin 3.5% + Thiram 15% + Clothiandin 22.5% FS,1 ltr,,,,"Groundnut
Greengram/Blackgram
Chick pea
Maize
soybean","Stem rot
Collar rot
Termites
aphids
Jassides
White grubs",7 ml / kg seeds,Seed treatment just before sowing,Seed Treatment,,,"Rabi, Kharif","Effective seed treatment controlling seed, soil pathogens, and key pests.

","Controls seed surface borne pathogen, internally seed-borne pathogen and soil borne pathogens
It has an excellent bottom-up intake and transportation in plants and effectively penetrates seed coat and germinating seeds",Dummy532,DummyFG532,Add information for searchability,Active
SHRIRAM KIBUSH,Crop Protection,Insecticide,Chlorantraniliprole 9.3% + LAMBDACYHALOTHRIN 4.6% zc,1 ltr,,,,"Rice
Soybean
Chilli
Cotton
Okra 
Brinjal
Redgram
Maize","Stem borer, Leaf folder, Green leaf hopper (Rice)
Gridle beetle, stem fly, Leaf worm, semilooper (Soybean)
Thrips, Mites, fruit Borer (Chilli)
Bollworm Complex, Anthracnose (Cotton)
Shoot and fruit borers, Jassides (Okra & Brinjal)
Spotted stem borer, Pink Stem Borer, Fall Armyworm (maize)
Pod borer, Jassids (red gram)","Soybean- 80 ml/acre
Cotton- 100 ml/ acre
Rice- 100 ml/acre
Redgram- 80 ml/ acre
Okra- 80 ml/acre
Brinjal- 80 ml/acre
Maize- 100 ml/ acre","Soybean- Vegetative stage
Cotton- Flowering stage and Boll setting stage
Rice- 40-60 days after transplant
Redgram- At pod initiation; then at pod maturity
Okra & Brinjal- Flowering stage
Maize- 10-30 DAE; 31-60 CAE",Spraying,,,"Rabi, Kharif",Fast-acting broad-spectrum insecticide with ovicidal and stomach action.,"Controls all stages of Lepidopteran pests
Contact and stomach action, quick knockdown activity
Ovi-larvicidal action",Dummy533,DummyFG533,Add information for searchability,Active
SHRIRAM FESTURA,Crop Protection,Fungicide,Tebuconazole 10% + Sulphur 65% WDG,500g,,,,"Mango
Soybean
Chilli","Powder mildew, Anthracnose (Mango)
Leaf spot, Pod Blight (Soybean)
Powdery Mildew, Fruit rot (Chilli)","50g/acre (Mango)
500g/acre (soybean)
500g/acre (chilli)",At the time of disease incidence,Spraying,,,"Rabi, Kharif","Triple-action fungicide for broad-spectrum fungal disease control.

","Works by controlling fungal diseases by inhibiting ergosterol synthesis (Tebuconazole) and disrupting fungal cell membranes (slphur)
Broad spectrum control
Triple action",Dummy534,DummyFG534,Add information for searchability,Active
SHRIRAM SULPHUR 80,Crop Protection,Fungicide,Sulphur 80% WDG,"1kg, 3kg, 5kg",,,,"Grapes
Mango
Wheat
Cumin
Cowpea, Guar, Pea
Apple",Powdery mildew,750-1000 g/acre,At the time of disease incidence,Spraying,,,"Rabi, Kharif","Preventive and curative fungicide providing essential sulphur nutrition.

","It is a preventive and curative contact fungicide
It also provides sulphur to the plant which is essential for the plant",Dummy535,DummyFG535,Add information for searchability,Active
SHRIRAM SUPRAVET,Crop Protection,Spreader,Silicon Based Super Spreader,"5ml, 100ml, 250ml, 500ml, 1 ltr",,,,All crops,,5ml-15ml/ ltr,Along with the spray,Spraying,,,"Rabi, Kharif",Silicon-based super spreader ensuring even coverage and rainfastness.,"It has excellent rainfastness property that does not allow solution to wash away from surface to crop area even after rain
It spreads every drop of the solution very rapidly on the applied crop",Dummy536,DummyFG536,Add information for searchability,Active
SHRIRAM SPOCLEAN,Crop Protection,Fungicide,Thiafluzamide 24% SC,"1 ltr, 500 ml, 150 ml, 75 ml",,,,"Rice
Potato
Tomato","Sheath blight (rice)
Black Scurf (Potato)
Early blight (Tomato)","150 ml/acre (rice)
2.5 ml/10 kg (potato)
200 ml/acre (tomato)",At the time of disease incidence,"Spraying
Seed Treatment (Potato)",,,"Rabi, Kharif","Green chemistry fungicide for effective control of major crop diseases.

","Excellent disease control
Green chemistry fungicide",Dummy537,DummyFG537,Add information for searchability,Active
SHRIRAM FIPGRA,Crop Protection,Insecticide,Fipronil 0.6% GR,"1 kg, 4 kg, 10 kg, 20 kg",,,,Rice,"Stem Borer
Leaf Folder",4 kg/ acre,20 days after transplanting,Mix with the soil,,,"Rabi, Kharif",Soil-applied insecticide promoting root health and controlling stem borers.,"Easy application
Better root development
Increase number of productive tillers",Dummy538,DummyFG538,Add information for searchability,Active
Shriram Acriter,Crop Protection,Herbicide,Mesotrione 2.27% + Atrazine 22.7% SC,1.4 ltr,,,,"Maize
Sugarcane","Grassecs,
Broad leaf weeds
Sedges","Apply 1400 ml per acre
Water volume: 200 ltr er acre",Apply when weeds are at the 3-4 leaf stag for optimal control,Spraying,,,"Rabi, Kharif",Dual-action herbicide for broad-spectrum weed control via enzyme inhibition.,"HPPD inhibitor - Mesotrione inhibits HPPD, a key enzyme in carotenoid biosynthesis in plants, while Atrazine inhibits photosystem II in weeds. 
This dual action provides broad-spectrum weed control. ",Dummy539,DummyFG539,Add information for searchability,Active
